phase,date,locality,state,event_type_raw,exclude_reason
2,12/22/2021,Huntington,WV,strike; picket,strike_out_of_scope
2,12/23/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,12/23/2021,Chula Vista,CA,strike; picket,strike_out_of_scope
2,12/23/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/23/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/23/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/23/2021,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,12/23/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,12/23/2021,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,12/23/2021,New York,NY,strike; virtual picket,strike_out_of_scope
2,12/23/2021,New York,NY,strike; picket,strike_out_of_scope
2,12/23/2021,Bethlehem,PA,strike; picket,strike_out_of_scope
2,12/23/2021,San Antonio,TX,strike; picket,strike_out_of_scope
2,12/23/2021,Renton,WA,strike; picket,strike_out_of_scope
2,12/23/2021,Renton,WA,strike; picket,strike_out_of_scope
2,12/23/2021,Seattle,WA,strike; picket,strike_out_of_scope
2,12/23/2021,Huntington,WV,strike,strike_out_of_scope
2,12/24/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,12/24/2021,Chula Vista,CA,strike; picket,strike_out_of_scope
2,12/24/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/24/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/24/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/24/2021,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,12/24/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,12/24/2021,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,12/24/2021,New York,NY,strike; virtual picket; virtual rally,strike_out_of_scope
2,12/24/2021,New York,NY,strike; picket,strike_out_of_scope
2,12/24/2021,Bethlehem,PA,strike; picket,strike_out_of_scope
2,12/24/2021,San Antonio,TX,strike; picket,strike_out_of_scope
2,12/24/2021,Renton,WA,strike; picket,strike_out_of_scope
2,12/24/2021,Renton,WA,strike; picket,strike_out_of_scope
2,12/24/2021,Seattle,WA,strike; picket,strike_out_of_scope
2,12/24/2021,Huntington,WV,strike,strike_out_of_scope
2,12/25/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,12/25/2021,Chula Vista,CA,strike; picket,strike_out_of_scope
2,12/25/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/25/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/25/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/25/2021,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,12/25/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,12/25/2021,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,12/25/2021,New York,NY,strike; picket,strike_out_of_scope
2,12/25/2021,Bethlehem,PA,strike; picket,strike_out_of_scope
2,12/25/2021,San Antonio,TX,strike; picket,strike_out_of_scope
2,12/25/2021,Renton,WA,strike; picket,strike_out_of_scope
2,12/25/2021,Renton,WA,strike; picket,strike_out_of_scope
2,12/25/2021,Seattle,WA,strike; picket,strike_out_of_scope
2,12/25/2021,Huntington,WV,strike,strike_out_of_scope
2,12/26/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,12/26/2021,Chula Vista,CA,strike; picket; rally,strike_out_of_scope
2,12/26/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/26/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/26/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/26/2021,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,12/26/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,12/26/2021,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,12/26/2021,New York,NY,strike; picket,strike_out_of_scope
2,12/26/2021,Bethlehem,PA,strike; picket,strike_out_of_scope
2,12/26/2021,San Antonio,TX,strike; picket,strike_out_of_scope
2,12/26/2021,Renton,WA,strike; picket,strike_out_of_scope
2,12/26/2021,Renton,WA,strike; picket,strike_out_of_scope
2,12/26/2021,Seattle,WA,strike; picket,strike_out_of_scope
2,12/26/2021,Huntington,WV,strike,strike_out_of_scope
2,12/27/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,12/27/2021,Chula Vista,CA,strike; picket,strike_out_of_scope
2,12/27/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/27/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/27/2021,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,12/27/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,12/27/2021,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,12/27/2021,New York,NY,strike; virtual picket,strike_out_of_scope
2,12/27/2021,New York,NY,strike; picket,strike_out_of_scope
2,12/27/2021,Bethlehem,PA,strike; picket,strike_out_of_scope
2,12/27/2021,San Antonio,TX,strike; picket,strike_out_of_scope
2,12/27/2021,Renton,WA,strike; picket,strike_out_of_scope
2,12/27/2021,Renton,WA,strike; picket,strike_out_of_scope
2,12/27/2021,Seattle,WA,strike; picket,strike_out_of_scope
2,12/27/2021,Huntington,WV,strike; picket,strike_out_of_scope
2,12/28/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,12/28/2021,Chula Vista,CA,strike; picket,strike_out_of_scope
2,12/28/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/28/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/28/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/28/2021,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,12/28/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,12/28/2021,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,12/28/2021,New York,NY,strike; virtual picket,strike_out_of_scope
2,12/28/2021,New York,NY,strike; picket,strike_out_of_scope
2,12/28/2021,Bethlehem,PA,strike; picket,strike_out_of_scope
2,12/28/2021,San Antonio,TX,strike; picket,strike_out_of_scope
2,12/28/2021,Renton,WA,strike; picket,strike_out_of_scope
2,12/28/2021,Renton,WA,strike; picket,strike_out_of_scope
2,12/28/2021,Seattle,WA,strike; picket,strike_out_of_scope
2,12/28/2021,Huntington,WV,strike; picket,strike_out_of_scope
2,12/29/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,12/29/2021,Chula Vista,CA,strike; picket,strike_out_of_scope
2,12/29/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/29/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/29/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/29/2021,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,12/29/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,12/29/2021,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,12/29/2021,New York,NY,strike; virtual picket,strike_out_of_scope
2,12/29/2021,New York,NY,strike; picket,strike_out_of_scope
2,12/29/2021,Bethlehem,PA,strike; picket,strike_out_of_scope
2,12/29/2021,San Antonio,TX,strike; picket,strike_out_of_scope
2,12/29/2021,Renton,WA,strike; picket,strike_out_of_scope
2,12/29/2021,Renton,WA,strike; picket,strike_out_of_scope
2,12/29/2021,Seattle,WA,strike; picket,strike_out_of_scope
2,12/29/2021,Huntington,WV,strike; picket,strike_out_of_scope
2,12/30/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,12/30/2021,Chula Vista,CA,strike; picket,strike_out_of_scope
2,12/30/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/30/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/30/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/30/2021,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,12/30/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,12/30/2021,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,12/30/2021,New York,NY,strike; virtual picket,strike_out_of_scope
2,12/30/2021,New York,NY,strike; picket,strike_out_of_scope
2,12/30/2021,Bethlehem,PA,strike; picket,strike_out_of_scope
2,12/30/2021,San Antonio,TX,strike; picket,strike_out_of_scope
2,12/30/2021,Renton,WA,strike; picket,strike_out_of_scope
2,12/30/2021,Renton,WA,strike; picket,strike_out_of_scope
2,12/30/2021,Seattle,WA,strike; picket,strike_out_of_scope
2,12/30/2021,Huntington,WV,strike; picket,strike_out_of_scope
2,12/31/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,12/31/2021,Chula Vista,CA,strike; picket,strike_out_of_scope
2,12/31/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/31/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/31/2021,San Diego,CA,strike; picket,strike_out_of_scope
2,12/31/2021,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,12/31/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,12/31/2021,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,12/31/2021,New York,NY,strike; picket,strike_out_of_scope
2,12/31/2021,Bethlehem,PA,strike; picket,strike_out_of_scope
2,12/31/2021,San Antonio,TX,strike; picket,strike_out_of_scope
2,12/31/2021,Renton,WA,strike; picket,strike_out_of_scope
2,12/31/2021,Renton,WA,strike; picket,strike_out_of_scope
2,12/31/2021,Seattle,WA,strike; picket,strike_out_of_scope
2,12/31/2021,Huntington,WV,strike; picket,strike_out_of_scope
2,1/1/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,1/1/2022,Chula Vista,CA,strike,strike_out_of_scope
2,1/1/2022,San Diego,CA,strike,strike_out_of_scope
2,1/1/2022,San Diego,CA,strike,strike_out_of_scope
2,1/1/2022,San Diego,CA,strike,strike_out_of_scope
2,1/1/2022,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,1/1/2022,Worcester,MA,strike; picket,strike_out_of_scope
2,1/1/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,1/1/2022,New York,NY,strike; picket,strike_out_of_scope
2,1/1/2022,Bethlehem,PA,strike; picket,strike_out_of_scope
2,1/1/2022,San Antonio,TX,strike; picket,strike_out_of_scope
2,1/1/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/1/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/1/2022,Seattle,WA,strike; picket,strike_out_of_scope
2,1/1/2022,Huntington,WV,strike; picket,strike_out_of_scope
2,1/2/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,1/2/2022,Chula Vista,CA,strike; picket,strike_out_of_scope
2,1/2/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/2/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/2/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/2/2022,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,1/2/2022,Worcester,MA,strike; picket,strike_out_of_scope
2,1/2/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,1/2/2022,New York,NY,strike; picket,strike_out_of_scope
2,1/2/2022,Bethlehem,PA,strike; picket,strike_out_of_scope
2,1/2/2022,San Antonio,TX,strike; picket,strike_out_of_scope
2,1/2/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/2/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/2/2022,Seattle,WA,strike; picket,strike_out_of_scope
2,1/2/2022,Huntington,WV,strike; picket,strike_out_of_scope
2,1/3/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,1/3/2022,Chula Vista,CA,strike; picket,strike_out_of_scope
2,1/3/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/3/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/3/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/3/2022,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,1/3/2022,Worcester,MA,strike; picket,strike_out_of_scope
2,1/3/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,1/3/2022,New York,NY,strike; picket,strike_out_of_scope
2,1/3/2022,Bethlehem,PA,strike; picket,strike_out_of_scope
2,1/3/2022,San Antonio,TX,strike; picket,strike_out_of_scope
2,1/3/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/3/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/3/2022,Seattle,WA,strike; picket,strike_out_of_scope
2,1/3/2022,Huntington,WV,strike; picket,strike_out_of_scope
2,1/4/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,1/4/2022,Chula Vista,CA,strike; picket,strike_out_of_scope
2,1/4/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/4/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/4/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/4/2022,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,1/4/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,1/4/2022,New York,NY,strike; virtual picket,strike_out_of_scope
2,1/4/2022,New York,NY,strike; picket,strike_out_of_scope
2,1/4/2022,Bethlehem,PA,strike; picket,strike_out_of_scope
2,1/4/2022,San Antonio,TX,strike; picket,strike_out_of_scope
2,1/4/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/4/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/4/2022,Seattle,WA,strike; picket,strike_out_of_scope
2,1/4/2022,Huntington,WV,strike; picket,strike_out_of_scope
2,1/5/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,1/5/2022,Chula Vista,CA,strike; picket,strike_out_of_scope
2,1/5/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/5/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/5/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/5/2022,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,1/5/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,1/5/2022,New York,NY,strike; virtual picket,strike_out_of_scope
2,1/5/2022,New York,NY,strike; picket,strike_out_of_scope
2,1/5/2022,Bethlehem,PA,strike; picket,strike_out_of_scope
2,1/5/2022,San Antonio,TX,strike; picket,strike_out_of_scope
2,1/5/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/5/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/5/2022,Seattle,WA,strike; picket,strike_out_of_scope
2,1/5/2022,Huntington,WV,strike; picket,strike_out_of_scope
2,1/6/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,1/6/2022,Chula Vista,CA,strike; picket,strike_out_of_scope
2,1/6/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/6/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/6/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/6/2022,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,1/6/2022,Washington,DC,hunger strike,strike_out_of_scope
2,1/6/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,1/6/2022,New York,NY,strike; picket,strike_out_of_scope
2,1/6/2022,Bethlehem,PA,strike; picket,strike_out_of_scope
2,1/6/2022,San Antonio,TX,strike; picket,strike_out_of_scope
2,1/6/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/6/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/6/2022,Seattle,WA,strike; picket,strike_out_of_scope
2,1/6/2022,Huntington,WV,strike; picket,strike_out_of_scope
2,1/7/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,1/7/2022,Chula Vista,CA,strike; picket,strike_out_of_scope
2,1/7/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/7/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/7/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/7/2022,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,1/7/2022,Washington,DC,hunger strike,strike_out_of_scope
2,1/7/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,1/7/2022,New York,NY,strike; picket,strike_out_of_scope
2,1/7/2022,Bethlehem,PA,strike; picket,strike_out_of_scope
2,1/7/2022,San Antonio,TX,strike; picket,strike_out_of_scope
2,1/7/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/7/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/7/2022,Seattle,WA,strike; picket,strike_out_of_scope
2,1/7/2022,Huntington,WV,strike; picket,strike_out_of_scope
2,1/8/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,1/8/2022,Chula Vista,CA,strike; picket,strike_out_of_scope
2,1/8/2022,Dublin,CA,hunger strike,strike_out_of_scope
2,1/8/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/8/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/8/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/8/2022,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,1/8/2022,Washington,DC,hunger strike,strike_out_of_scope
2,1/8/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,1/8/2022,New York,NY,hunger strike,strike_out_of_scope
2,1/8/2022,New York,NY,strike; picket,strike_out_of_scope
2,1/8/2022,Bethlehem,PA,strike; picket,strike_out_of_scope
2,1/8/2022,San Antonio,TX,strike; picket,strike_out_of_scope
2,1/8/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/8/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/8/2022,Seattle,WA,strike; picket,strike_out_of_scope
2,1/8/2022,Huntington,WV,strike; picket,strike_out_of_scope
2,1/9/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,1/9/2022,Chula Vista,CA,strike; picket,strike_out_of_scope
2,1/9/2022,Dublin,CA,hunger strike,strike_out_of_scope
2,1/9/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/9/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/9/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/9/2022,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,1/9/2022,Washington,DC,hunger strike,strike_out_of_scope
2,1/9/2022,Carrboro,NC,strike; rally,strike_out_of_scope
2,1/9/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,1/9/2022,New York,NY,hunger strike,strike_out_of_scope
2,1/9/2022,New York,NY,strike; picket,strike_out_of_scope
2,1/9/2022,Bethlehem,PA,strike; picket,strike_out_of_scope
2,1/9/2022,San Antonio,TX,strike; picket,strike_out_of_scope
2,1/9/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/9/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/9/2022,Seattle,WA,strike; picket,strike_out_of_scope
2,1/9/2022,Huntington,WV,strike; picket,strike_out_of_scope
2,1/10/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,1/10/2022,Chula Vista,CA,strike; picket,strike_out_of_scope
2,1/10/2022,Dublin,CA,hunger strike,strike_out_of_scope
2,1/10/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/10/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/10/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/10/2022,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,1/10/2022,Washington,DC,hunger strike,strike_out_of_scope
2,1/10/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,1/10/2022,New York,NY,hunger strike,strike_out_of_scope
2,1/10/2022,New York,NY,strike; picket,strike_out_of_scope
2,1/10/2022,Bethlehem,PA,strike; picket,strike_out_of_scope
2,1/10/2022,San Antonio,TX,strike; picket,strike_out_of_scope
2,1/10/2022,Everett,WA,strike; picket,strike_out_of_scope
2,1/10/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/10/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/10/2022,Seattle,WA,strike; picket,strike_out_of_scope
2,1/10/2022,Huntington,WV,strike; picket,strike_out_of_scope
2,1/11/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,1/11/2022,Chula Vista,CA,strike; picket,strike_out_of_scope
2,1/11/2022,Dublin,CA,hunger strike,strike_out_of_scope
2,1/11/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/11/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/11/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/11/2022,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,1/11/2022,Washington,DC,hunger strike,strike_out_of_scope
2,1/11/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,1/11/2022,New York,NY,hunger strike,strike_out_of_scope
2,1/11/2022,New York,NY,strike; picket,strike_out_of_scope
2,1/11/2022,Bethlehem,PA,strike; picket,strike_out_of_scope
2,1/11/2022,San Antonio,TX,strike; picket,strike_out_of_scope
2,1/11/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/11/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/11/2022,Seattle,WA,strike; picket,strike_out_of_scope
2,1/11/2022,Huntington,WV,strike; picket,strike_out_of_scope
2,1/12/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,1/12/2022,Chula Vista,CA,walkout,walkout_labor_precutoff
2,1/12/2022,Chula Vista,CA,strike; picket,strike_out_of_scope
2,1/12/2022,Dublin,CA,hunger strike,strike_out_of_scope
2,1/12/2022,Redondo Beach,CA,walkout,walkout_labor_precutoff
2,1/12/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/12/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/12/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,1/12/2022,Santa Fe Springs,CA,strike; picket,strike_out_of_scope
2,1/12/2022,Arvada,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Arvada,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Arvada,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Arvada,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Arvada,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Arvada,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Arvada,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Aurora,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Aurora,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Aurora,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Aurora,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Aurora,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Aurora,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Aurora,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Aurora,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Aurora,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Aurora,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Boulder,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Boulder,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Boulder,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Broomfield,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Broomfield,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Broomfield,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Centennial,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Centennial,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Centennial,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Commerce City,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Commerce City,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Denver,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Denver,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Denver,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Denver,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Denver,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Denver,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Denver,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Denver,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Denver,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Denver,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Denver,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Denver,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Denver,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Denver,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Edgewater,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Englewood,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Englewood,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Englewood,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Evergreen,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Federal Heights,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Glendale,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Golden,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Greenwood Village,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Greenwood Village,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Highlands Ranch,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Highlands Ranch,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Highlands Ranch,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Highlands Ranch,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Lakewood,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Lakewood,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Lakewood,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Lakewood,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Lakewood,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Littleton,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Littleton,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Littleton,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Littleton,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Littleton,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Littleton,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Louisville,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Parker,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Parker,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Parker,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Thornton,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Thornton,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Westminster,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Westminster,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Wheat Ridge,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Wheat Ridge,CO,strike; picket,strike_out_of_scope
2,1/12/2022,Washington,DC,hunger strike,strike_out_of_scope
2,1/12/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,1/12/2022,New York,NY,hunger strike,strike_out_of_scope
2,1/12/2022,New York,NY,strike; picket,strike_out_of_scope
2,1/12/2022,Bethlehem,PA,strike; picket,strike_out_of_scope
2,1/12/2022,San Antonio,TX,strike; picket,strike_out_of_scope
2,1/12/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/12/2022,Renton,WA,strike; picket,strike_out_of_scope
2,1/12/2022,Seattle,WA,strike; picket,strike_out_of_scope
2,1/12/2022,Huntington,WV,strike; picket,strike_out_of_scope
2,1/13/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,1/13/2022,Chula Vista,CA,strike; picket,strike_out_of_scope
2,1/13/2022,Dublin,CA,hunger strike,strike_out_of_scope
2,1/13/2022,San Diego,CA,strike; picket,strike_out_of_scope
