phase,date,locality,state,event_type_raw,exclude_reason
1,2017-01-03,Astoria,OR,strike,strike_out_of_scope
1,2017-01-10,San Diego,CA,strike,strike_out_of_scope
1,2017-01-10,San Diego,CA,strike,strike_out_of_scope
1,2017-01-18,Santa Rosa,CA,strike,strike_out_of_scope
1,2017-02-02,New York,NY,strike,strike_out_of_scope
1,2017-02-16,Los Angeles,CA,strike,strike_out_of_scope
1,2017-02-16,Napa,CA,strike,strike_out_of_scope
1,2017-02-16,San Diego,CA,strike,strike_out_of_scope
1,2017-02-16,Denver,CO,strike,strike_out_of_scope
1,2017-02-16,Stamford,CT,strike,strike_out_of_scope
1,2017-02-16,Boca Raton,FL,strike,strike_out_of_scope
1,2017-02-16,Bonita Springs,FL,strike,strike_out_of_scope
1,2017-02-16,Palm Beach,FL,strike,strike_out_of_scope
1,2017-02-16,Baton Rouge,LA,strike,strike_out_of_scope
1,2017-02-16,New Orleans,LA,strike,strike_out_of_scope
1,2017-02-16,Milford,MA,strike,strike_out_of_scope
1,2017-02-16,Northampton,MA,strike,strike_out_of_scope
1,2017-02-16,West Springfield,MA,strike,strike_out_of_scope
1,2017-02-16,Annapolis,MD,strike,strike_out_of_scope
1,2017-02-16,Ypsilanti,MI,strike,strike_out_of_scope
1,2017-02-16,Asheville,NC,strike,strike_out_of_scope
1,2017-02-16,Weehawken,NJ,strike,strike_out_of_scope
1,2017-02-16,Las Vegas,NV,strike,strike_out_of_scope
1,2017-02-16,Carle Place,NY,strike,strike_out_of_scope
1,2017-02-16,Yonkers,NY,strike,strike_out_of_scope
1,2017-02-16,Catoosa,OK,strike,strike_out_of_scope
1,2017-02-16,Oklahoma City,OK,strike,strike_out_of_scope
1,2017-02-16,Tulsa,OK,strike,strike_out_of_scope
1,2017-02-16,Hermiston,OR,strike,strike_out_of_scope
1,2017-02-16,Umatilla,OR,strike,strike_out_of_scope
1,2017-02-16,King of Prussia,PA,strike,strike_out_of_scope
1,2017-02-16,Philadelphia,PA,strike,strike_out_of_scope
1,2017-02-16,Bluffton,SC,strike,strike_out_of_scope
1,2017-02-16,Greenville,SC,strike,strike_out_of_scope
1,2017-02-16,Lexington,SC,strike,strike_out_of_scope
1,2017-02-16,Rock Hill,SC,strike,strike_out_of_scope
1,2017-02-16,Nashville,TN,strike,strike_out_of_scope
1,2017-02-16,Nolensville,TN,strike,strike_out_of_scope
1,2017-02-16,Waco,TX,strike,strike_out_of_scope
1,2017-02-16,Ogden,UT,strike,strike_out_of_scope
1,2017-02-16,Salt Lake City,UT,strike,strike_out_of_scope
1,2017-04-14,Sarasota,FL,hunger strike,strike_out_of_scope
1,2017-04-17,Dover,DE,sick out; strike,strike_out_of_scope
1,2017-04-18,Nashville,TN,hunger strike,strike_out_of_scope
1,2017-04-25,New Haven,CT,hunger strike,strike_out_of_scope
1,2017-05-01,Springdale,AR,march; strike,strike_out_of_scope
1,2017-05-01,New Haven,CT,protest; hunger strike,strike_out_of_scope
1,2017-06-10,Trenton,NJ,hunger strike,strike_out_of_scope
1,2017-06-12,Adelanto,CA,hunger strike,strike_out_of_scope
1,2017-06-16,Louisville,KY,strike,strike_out_of_scope
1,2017-06-19,Long Beach,CA,strike,strike_out_of_scope
1,2017-06-19,Los Angeles,CA,strike,strike_out_of_scope
1,2017-06-19,San Antonio,CA,strike,strike_out_of_scope
1,2017-06-20,Long Beach,CA,strike,strike_out_of_scope
1,2017-06-26,Greenfield,MA,strike; rally,strike_out_of_scope
1,2017-07-11,Newark,NJ,protest; strike,strike_out_of_scope
1,2017-07-12,Denver,CO,protest; strike,strike_out_of_scope
1,2017-08-09,South Brunswick,NJ,strike,strike_out_of_scope
1,2017-10-19,San Andreas,CA,protest; march; strike,strike_out_of_scope
1,2017-10-27,Lebanon,PA,protest; strike,strike_out_of_scope
1,2017-12-05,Oakland,CA,protest; strike,strike_out_of_scope
1,2017-12-05,Spartanburg,SC,protest; strike,strike_out_of_scope
1,2017-12-06,El Paso,TX,protest; hunger strike,strike_out_of_scope
1,2018-01-03,Iowa Park,TX,hunger strike,strike_out_of_scope
1,2018-03-01,Meridian,MS,hunger strike,strike_out_of_scope
1,2018-03-23,Coffeeville,MS,strike,strike_out_of_scope
1,2018-03-30,Frankfort,KY,strike; protest,strike_out_of_scope
1,2018-05-07,Los Angeles,CA,strike,strike_out_of_scope
1,2018-05-07,Santa Barbara,CA,protest;strike,strike_out_of_scope
1,2018-05-17,New York,NY,hunger strike,strike_out_of_scope
1,2018-05-23,San Francisco,CA,strike,strike_out_of_scope
1,2018-05-23,Newark,NJ,strike; protest,strike_out_of_scope
1,2018-06-23,McAllen,TX,hunger strike,strike_out_of_scope
1,2018-07-04,Portland,OR,protest; hunger strike,strike_out_of_scope
1,2018-07-12,Burlington,VT,rally; march; strike,strike_out_of_scope
1,2018-07-14,Tacoma,WA,protest; hunger strike,strike_out_of_scope
1,2018-07-21,Los Angeles,CA,protest; rent strike,strike_out_of_scope
1,2018-07-23,Providence,RI,rally; strike,strike_out_of_scope
1,2018-07-24,North Dartmouth,MA,protest; hunger-strike,strike_out_of_scope
1,2018-07-26,North Dartmouth,MA,protest; hunger-strike,strike_out_of_scope
1,2018-07-27,Houston,TX,hunger strike,strike_out_of_scope
1,2018-07-30,Georgetown,DE,hunger strike,strike_out_of_scope
1,2018-08-09,Baltimore,MD,strike,strike_out_of_scope
1,2018-08-27,Longview,WA,march; strike,strike_out_of_scope
1,2018-08-28,New Castle County,DE,protest; hunger strike,strike_out_of_scope
1,2018-09-10,Tacoma,WA,strike,strike_out_of_scope
1,2018-09-12,Dallas,TX,rally; strike,strike_out_of_scope
1,2018-09-17,Cheshire,CT,strike,strike_out_of_scope
1,2018-09-18,Chicago,IL,strike; protest,strike_out_of_scope
1,2018-09-18,Portland,OR,protest; strike,strike_out_of_scope
1,2018-09-27,Baltimore,MD,strike,strike_out_of_scope
1,2018-09-28,Farmington,CT,protest; strike,strike_out_of_scope
1,2018-10-07,Detroit,MI,strike,strike_out_of_scope
1,2018-10-18,Baltimore,MD,strike,strike_out_of_scope
1,2018-10-23,Berkeley,CA,protest;strike,strike_out_of_scope
1,2018-10-30,Cheshire,CT,strike,strike_out_of_scope
1,2018-11-03,Detroit,MI,strike,strike_out_of_scope
1,2018-11-26,Indiana,PA,strike,strike_out_of_scope
1,2018-12-03,San Francisco,CA,strike,strike_out_of_scope
1,2018-12-04,Chicago,IL,strike,strike_out_of_scope
1,2018-12-05,Geneva,IL,strike;rally,strike_out_of_scope
1,2018-12-07,Chapel Hill,NC,grade-strike,strike_out_of_scope
1,2018-12-12,San Luis Obispo,CA,protest;strike,strike_out_of_scope
1,2019-01-08,St. Petersburg,FL,"strike, protest",strike_out_of_scope
1,2019-01-14,Los Angeles,CA,protest; strike,strike_out_of_scope
1,2019-01-14,Los Angeles,CA,protest; strike,strike_out_of_scope
1,2019-01-14,Los Angeles,CA,protest; strike,strike_out_of_scope
1,2019-01-14,Los Angeles,CA,protest; strike,strike_out_of_scope
1,2019-01-14,Los Angeles,CA,protest; strike,strike_out_of_scope
1,2019-01-14,Los Angeles,CA,protest; strike,strike_out_of_scope
1,2019-01-15,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-15,Los Angeles,CA,rally; strike,strike_out_of_scope
1,2019-01-15,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-16,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-16,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-16,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-16,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-16,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-16,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-16,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-16,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-16,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-16,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-16,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-16,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-16,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-16,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-16,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-17,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-17,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-17,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-17,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-17,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-17,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-17,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-17,Los Angeles,CA,picket line; strike,strike_out_of_scope
1,2019-01-18,Los Angeles,CA,protest; strike,strike_out_of_scope
1,2019-01-31,El Paso,TX,hunger strike,strike_out_of_scope
1,2019-02-11,Denver,CO,strike,strike_out_of_scope
1,2019-02-15,South Lake Tahoe,CA,strike,strike_out_of_scope
1,2019-02-19,Charleston,WV,strike; protest,strike_out_of_scope
1,2019-02-19,Martinsburg,WV,strike; protest,strike_out_of_scope
1,2019-02-27,Madison,OH,strike,strike_out_of_scope
1,2019-03-06,Frankfort,KY,protest; strike,strike_out_of_scope
1,2019-03-18,Miami,FL,hunger strike; protest,strike_out_of_scope
1,2019-04-11,Sacramento,CA,rally; strike,strike_out_of_scope
1,2019-04-12,Somerville,MA,strike; protest,strike_out_of_scope
1,2019-05-08,Los Angeles,CA,"strike, rally",strike_out_of_scope
1,2019-05-08,San Francisco,CA,"strike, protest",strike_out_of_scope
1,2019-05-08,Long Island City,NY,strike,strike_out_of_scope
1,2019-05-08,New York,NY,"strike, rally",strike_out_of_scope
1,2019-05-08,Philadelphia,PA,"strike, protest",strike_out_of_scope
1,2019-05-28,Pittsburgh,PA,strike,strike_out_of_scope
1,2019-05-30,North Haven,CT,strike,strike_out_of_scope
1,2019-06-03,Chicago,IL,strike; rally,strike_out_of_scope
1,2019-06-04,Chicago,IL,strike; rally,strike_out_of_scope
1,2019-06-05,Chicago,IL,strike; rally,strike_out_of_scope
1,2019-06-10,Franklin Lakes,NJ,strike,strike_out_of_scope
1,2019-06-13,Detroit,MI,strike,strike_out_of_scope
1,2019-06-15,Charleston,SC,Strike; march,strike_out_of_scope
1,2019-06-27,Washington,DC,strike,strike_out_of_scope
1,2019-06-27,Fort Lauderdale,FL,strike,strike_out_of_scope
1,2019-06-27,Miami,FL,strike,strike_out_of_scope
1,2019-06-27,New York,NY,strike,strike_out_of_scope
1,2019-07-08,Kalamazoo,MI,Strike,strike_out_of_scope
1,2019-08-24,Greenville,MS,strike; walkout,strike_out_of_scope
1,2019-08-24,Greenwood,MS,strike; walkout,strike_out_of_scope
1,2019-08-25,Louisville,KY,strike; picket,strike_out_of_scope
1,2019-09-09,Mountain Home,AR,protest; hunger-strike,strike_out_of_scope
1,2019-09-16,Flint,MI,walk-out; strike,strike_out_of_scope
1,2019-09-18,Burton,MI,strike; protest,strike_out_of_scope
1,2019-09-18,Flint,MI,strike; protest,strike_out_of_scope
1,2019-09-18,Swartz Creek,MI,strike; protest,strike_out_of_scope
1,2019-09-18,Spring Hill,TN,strike; protest,strike_out_of_scope
1,2019-09-20,Alameda,CA,protest; strike; walk-out; march,strike_out_of_scope
1,2019-09-20,Portland,OR,strike; protest,strike_out_of_scope
1,2019-09-27,Fort Collins,CO,protest; rally; strike,strike_out_of_scope
1,2019-09-27,West Lafayette,IN,protest; rally; strike,strike_out_of_scope
1,2019-09-27,Norman,OK,strike; protest,strike_out_of_scope
1,2019-09-28,Lawrence,MA,"protest, strike",strike_out_of_scope
1,2019-10-17,Chicago,IL,strike,strike_out_of_scope
1,2019-10-17,Chicago,IL,strike,strike_out_of_scope
1,2019-10-17,Chicago,IL,strike,strike_out_of_scope
1,2019-10-17,Chicago,IL,strike,strike_out_of_scope
1,2019-10-17,Chicago,IL,strike,strike_out_of_scope
1,2019-10-17,Chicago,IL,strike,strike_out_of_scope
1,2019-10-18,Chicago,IL,strike,strike_out_of_scope
1,2019-10-18,Chicago,IL,strike,strike_out_of_scope
1,2019-10-18,Chicago,IL,strike,strike_out_of_scope
1,2019-10-18,Chicago,IL,strike,strike_out_of_scope
1,2019-10-18,Chicago,IL,strike,strike_out_of_scope
1,2019-10-18,Chicago,IL,strike,strike_out_of_scope
1,2019-10-18,Chicago,IL,strike,strike_out_of_scope
1,2019-10-18,Chicago,IL,strike,strike_out_of_scope
1,2019-10-29,Decatur,IL,strike,strike_out_of_scope
1,2019-10-30,Dublin,CA,hunger strike; work strike; protest,strike_out_of_scope
1,2019-11-12,Sumter,SC,rally;strike,strike_out_of_scope
1,2019-11-13,Santa Barbara,CA,strike,strike_out_of_scope
1,2019-12-03,Cambridge,MA,strike; picket,strike_out_of_scope
1,2019-12-29,Skokie,IL,protest; strike,strike_out_of_scope
1,2019-12-29,Monsey,NY,protest; strike,strike_out_of_scope
1,2019-12-29,Stony Point,NY,protest; strike,strike_out_of_scope
1,2020-01-06,Yreka,CA,strike,strike_out_of_scope
1,2020-01-07,Yreka,CA,strike,strike_out_of_scope
1,2020-01-13,Phoenix,AZ,protest; strike,strike_out_of_scope
1,2020-02-14,Romulus,MI,strike,strike_out_of_scope
1,2020-02-22,Syracuse,NY,strike; march,strike_out_of_scope
1,2020-02-26,Norman,OK,sit-in; hunger strike,strike_out_of_scope
1,2020-03-03,Pine Prarie,LA,hunger strike,strike_out_of_scope
1,2020-03-17,Salinas,CA,meal strike,strike_out_of_scope
1,2020-03-17,Newark,NJ,hunger strike,strike_out_of_scope
1,2020-03-18,Kearny,NJ,hunger strike,strike_out_of_scope
1,2020-03-19,Guayama,PR,hunger strike,strike_out_of_scope
1,2020-03-20,Elizabeth,NJ,hunger strike,strike_out_of_scope
1,2020-03-22,Moore Haven,FL,hunger strike,strike_out_of_scope
1,2020-03-22,Rikers Island,NY,strike,strike_out_of_scope
1,2020-03-23,Dover,NH,hunger strike,strike_out_of_scope
1,2020-03-23,Batavia,NY,hunger strike,strike_out_of_scope
1,2020-03-24,Portage,WI,hunger strike,strike_out_of_scope
1,2020-03-25,Monroe,LA,hunger strike,strike_out_of_scope
1,2020-03-25,Hackensack,NJ,hunger strike,strike_out_of_scope
1,2020-03-25,Wallkill,NY,hunger strike,strike_out_of_scope
1,2020-03-25,Pittsburgh,PA,strike,strike_out_of_scope
1,2020-03-26,Folkston,GA,hunger strike,strike_out_of_scope
1,2020-03-26,Lumpkin,GA,hunger strike,strike_out_of_scope
1,2020-03-27,Tacoma,WA,hunger strike,strike_out_of_scope
1,2020-03-28,York,PA,hunger strike,strike_out_of_scope
1,2020-03-29,Chambersburg,PA,hunger strike,strike_out_of_scope
1,2020-03-30,Washington,DC,strike,strike_out_of_scope
1,2020-03-30,Bunker Hill,IN,hunger strike,strike_out_of_scope
1,2020-03-30,Bristol,MA,strike,strike_out_of_scope
1,2020-03-31,Key West,FL,hunger strike,strike_out_of_scope
1,2020-03-31,Farmville,VA,hunger strike,strike_out_of_scope
1,2020-04-02,Miami,FL,hunger strike,strike_out_of_scope
1,2020-04-03,San Diego,CA,hunger strike,strike_out_of_scope
1,2020-04-03,Chicago,IL,hunger strike,strike_out_of_scope
1,2020-04-03,Central Falls,RI,hunger strike,strike_out_of_scope
1,2020-04-04,New York,NY,hunger strike,strike_out_of_scope
1,2020-04-05,Adelanto,CA,hunger strike,strike_out_of_scope
1,2020-04-05,Baldwin,MI,hunger strike,strike_out_of_scope
1,2020-04-06,North San Jose,CA,strike,strike_out_of_scope
1,2020-04-07,Chicago,IL,hunger strike,strike_out_of_scope
1,2020-04-09,Bakersfield,CA,hunger strike,strike_out_of_scope
1,2020-04-10,Eloy,AZ,hunger strike,strike_out_of_scope
1,2020-04-10,Adelanto,CA,hunger strike,strike_out_of_scope
1,2020-04-11,Los Angeles,CA,strike,strike_out_of_scope
1,2020-04-13,Ocilla,GA,hunger strike,strike_out_of_scope
1,2020-04-15,Tacoma,WA,hunger strike,strike_out_of_scope
1,2020-04-30,Adelanto,CA,strike,strike_out_of_scope
1,2020-05-04,Dillwyn,VA,hunger strike,strike_out_of_scope
1,2020-05-06,Marion,OH,hunger strike,strike_out_of_scope
1,2020-05-08,Baldwin,MI,hunger strike,strike_out_of_scope
1,2020-05-08,Naches,WA,strike,strike_out_of_scope
1,2020-05-08,Selah,WA,strike,strike_out_of_scope
1,2020-05-08,Yakima,WA,strike,strike_out_of_scope
1,2020-05-09,Naches,WA,strike,strike_out_of_scope
1,2020-05-09,Selah,WA,strike,strike_out_of_scope
1,2020-05-09,Tacoma,WA,strike,strike_out_of_scope
1,2020-05-09,Yakima,WA,strike,strike_out_of_scope
1,2020-05-10,Naches,WA,strike,strike_out_of_scope
1,2020-05-10,Selah,WA,strike,strike_out_of_scope
1,2020-05-10,Yakima,WA,strike,strike_out_of_scope
1,2020-05-11,Naches,WA,strike,strike_out_of_scope
1,2020-05-11,Selah,WA,strike,strike_out_of_scope
1,2020-05-11,Yakima,WA,strike,strike_out_of_scope
1,2020-05-12,Estancia,NM,hunger strike,strike_out_of_scope
1,2020-05-12,Naches,WA,strike,strike_out_of_scope
1,2020-05-12,Selah,WA,strike,strike_out_of_scope
1,2020-05-12,Yakima,WA,strike,strike_out_of_scope
1,2020-05-14,Yakima,WA,strike,strike_out_of_scope
1,2020-05-20,Florence,AZ,hunger strike,strike_out_of_scope
1,2020-05-31,Los Fresnos,TX,hunger strike,strike_out_of_scope
1,2020-06-04,Bakersfield,CA,hunger strike,strike_out_of_scope
1,2020-06-12,Spokane,WA,strike; protest,strike_out_of_scope
1,2020-06-19,New Orleans,LA,strike; protest,strike_out_of_scope
1,2020-06-21,Bath,ME,strike,strike_out_of_scope
1,2020-06-22,Walla Walla,WA,hunger strike,strike_out_of_scope
1,2020-06-27,Eugene,OR,hunger strike,strike_out_of_scope
1,2020-06-30,San Quentin,CA,hunger strike,strike_out_of_scope
1,2020-07-06,Houston,TX,strike,strike_out_of_scope
1,2020-07-11,Portland,OR,strike; protest,strike_out_of_scope
1,2020-07-11,Pittsburgh,PA,march; hunger strike,strike_out_of_scope
1,2020-07-12,Watertown,MA,strike,strike_out_of_scope
1,2020-07-19,Louisville,KY,hunger strike,strike_out_of_scope
1,2020-07-20,Oakland,CA,"protest, strike",strike_out_of_scope
1,2020-07-20,Boston,MA,strike; rally,strike_out_of_scope
1,2020-07-25,Louisville,KY,hunger strike,strike_out_of_scope
1,2020-07-25,Bath,ME,protest; strike,strike_out_of_scope
1,2020-08-10,Pine Prarie,LA,hunger strike,strike_out_of_scope
1,2020-08-14,San Jose,CA,hunger strike,strike_out_of_scope
1,2020-08-14,Louisville,KY,hunger strike,strike_out_of_scope
1,2020-08-14,Pine Prarie,LA,hunger strike,strike_out_of_scope
1,2020-08-15,Louisville,KY,hunger strike,strike_out_of_scope
1,2020-08-15,Brookline,MA,walkout; strike,strike_out_of_scope
1,2020-08-17,Pendleton,OR,hunger strike,strike_out_of_scope
1,2020-08-22,Brookline,MA,strike; picket,strike_out_of_scope
1,2020-09-01,San Francisco,CA,strike,strike_out_of_scope
1,2020-09-03,Tampa,FL,strike; caravan,strike_out_of_scope
1,2020-09-04,La Crosse,WI,strike,strike_out_of_scope
1,2020-09-07,Lawrence,KS,strike,strike_out_of_scope
1,2020-09-07,Albany,NY,strike,strike_out_of_scope
1,2020-09-08,Ann Arbor,MI,strike; picket,strike_out_of_scope
1,2020-09-09,Ann Arbor,MI,strike; picket,strike_out_of_scope
1,2020-09-09,Langeloth,PA,strike; rally,strike_out_of_scope
1,2020-09-10,Ann Arbor,MI,strike; picket,strike_out_of_scope
1,2020-09-11,Ann Arbor,MI,strike; picket,strike_out_of_scope
1,2020-09-12,Chicago,IL,strike; picket,strike_out_of_scope
1,2020-09-12,Ann Arbor,MI,strike; picket,strike_out_of_scope
1,2020-09-13,Chicago,IL,strike; picket,strike_out_of_scope
1,2020-09-13,Ann Arbor,MI,strike; picket,strike_out_of_scope
1,2020-09-14,Chicago,IL,strike; picket,strike_out_of_scope
1,2020-09-14,Chicago,IL,strike; picket,strike_out_of_scope
1,2020-09-14,Ann Arbor,MI,strike; picket,strike_out_of_scope
1,2020-09-15,Chicago,IL,strike; picket,strike_out_of_scope
1,2020-09-15,Chicago,IL,strike; picket,strike_out_of_scope
1,2020-09-16,Chicago,IL,strike; picket; march,strike_out_of_scope
1,2020-09-16,Chicago,IL,strike; picket,strike_out_of_scope
1,2020-09-16,Ann Arbor,MI,strike; picket,strike_out_of_scope
1,2020-09-17,Chicago,IL,strike; picket,strike_out_of_scope
1,2020-09-17,Chicago,IL,strike; picket; march,strike_out_of_scope
1,2020-09-17,Jackson,MS,strike; picket,strike_out_of_scope
1,2020-09-17,Wellsville,NY,strike,strike_out_of_scope
1,2020-09-18,Chicago,IL,strike; picket,strike_out_of_scope
1,2020-09-18,Chicago,IL,strike; picket; march,strike_out_of_scope
1,2020-09-19,Chicago,IL,strike; picket,strike_out_of_scope
1,2020-09-19,Minneapolis,MN,strike; picket; rally,strike_out_of_scope
1,2020-09-28,Burlington,VT,strike,strike_out_of_scope
1,2020-09-29,New York,NY,strike; march,strike_out_of_scope
1,2020-10-02,Providence,RI,strike,strike_out_of_scope
1,2020-10-05,New York,NY,strike,strike_out_of_scope
1,2020-10-05,Bend,OR,rally; virtual strike,strike_out_of_scope
1,2020-10-07,Alameda,CA,picket; strike,strike_out_of_scope
1,2020-10-07,Oakland,CA,picket; strike,strike_out_of_scope
1,2020-10-07,San Leandro,CA,picket; strike,strike_out_of_scope
1,2020-10-10,New Orleans,LA,strike; picket,strike_out_of_scope
1,2020-10-12,Auburn,ME,hunger strike,strike_out_of_scope
1,2020-10-12,Youngstown,OH,strike; picket,strike_out_of_scope
1,2020-10-13,Norwich,CT,strike; picket,strike_out_of_scope
1,2020-10-13,Gahanna,OH,strike; picket,strike_out_of_scope
1,2020-10-14,Norwich,CT,strike; picket,strike_out_of_scope
1,2020-10-14,Gahanna,OH,strike; picket,strike_out_of_scope
1,2020-10-20,Bettendorf,IA,strike; picket,strike_out_of_scope
1,2020-10-24,Hyattsville,MD,rally; rent strike,strike_out_of_scope
1,2020-10-28,Haverford,PA,strike; boycott,strike_out_of_scope
1,2020-10-29,Haverford,PA,strike; boycott,strike_out_of_scope
1,2020-10-30,Haverford,PA,strike; boycott,strike_out_of_scope
1,2020-10-31,Haverford,PA,strike; boycott,strike_out_of_scope
1,2020-11-01,Haverford,PA,strike; boycott,strike_out_of_scope
1,2020-11-02,Toledo,OH,walkout; strike,strike_out_of_scope
1,2020-11-02,Haverford,PA,strike; boycott,strike_out_of_scope
1,2020-11-03,Bryn Mawr,PA,strike; boycott,strike_out_of_scope
1,2020-11-03,Haverford,PA,strike; boycott,strike_out_of_scope
1,2020-11-04,Bryn Mawr,PA,strike; boycott,strike_out_of_scope
1,2020-11-04,Haverford,PA,strike; boycott,strike_out_of_scope
1,2020-11-05,Bryn Mawr,PA,strike; boycott,strike_out_of_scope
1,2020-11-05,Haverford,PA,strike; boycott,strike_out_of_scope
1,2020-11-06,Bryn Mawr,PA,strike; boycott,strike_out_of_scope
1,2020-11-06,Haverford,PA,strike; boycott,strike_out_of_scope
1,2020-11-07,Bryn Mawr,PA,strike; boycott,strike_out_of_scope
1,2020-11-07,Haverford,PA,strike; boycott,strike_out_of_scope
1,2020-11-08,Bryn Mawr,PA,strike; boycott,strike_out_of_scope
1,2020-11-08,Haverford,PA,strike; boycott,strike_out_of_scope
1,2020-11-09,Bryn Mawr,PA,strike; boycott,strike_out_of_scope
1,2020-11-09,Haverford,PA,strike; boycott,strike_out_of_scope
1,2020-11-10,Bryn Mawr,PA,strike; boycott,strike_out_of_scope
1,2020-11-10,Haverford,PA,strike; boycott,strike_out_of_scope
1,2020-11-11,Bryn Mawr,PA,strike; boycott,strike_out_of_scope
1,2020-11-11,Haverford,PA,strike; boycott,strike_out_of_scope
1,2020-11-12,Bryn Mawr,PA,strike; boycott,strike_out_of_scope
1,2020-11-13,Hackensack,NJ,hunger strike,strike_out_of_scope
1,2020-11-13,Bryn Mawr,PA,strike; boycott,strike_out_of_scope
1,2020-11-14,Hackensack,NJ,hunger strike,strike_out_of_scope
1,2020-11-14,Bryn Mawr,PA,strike; boycott,strike_out_of_scope
1,2020-11-15,Bryn Mawr,PA,strike; boycott,strike_out_of_scope
1,2020-11-16,Bryn Mawr,PA,strike; boycott,strike_out_of_scope
1,2020-11-17,Bryn Mawr,PA,strike; boycott,strike_out_of_scope
1,2020-11-17,Langhorne,PA,strike,strike_out_of_scope
1,2020-11-18,Fargo,ND,strike,strike_out_of_scope
1,2020-11-18,Perth Amboy,NJ,strike; picket,strike_out_of_scope
1,2020-11-18,Bryn Mawr,PA,strike; boycott,strike_out_of_scope
1,2020-11-18,Langhorne,PA,strike,strike_out_of_scope
1,2020-11-19,Perth Amboy,NJ,strike; picket,strike_out_of_scope
1,2020-11-19,Bryn Mawr,PA,strike; boycott,strike_out_of_scope
1,2020-11-23,Chicago,IL,strike; picket,strike_out_of_scope
1,2020-11-23,Cicero,IL,strike; picket,strike_out_of_scope
1,2020-11-23,Maywood,IL,strike; picket,strike_out_of_scope
1,2020-11-23,Streator,IL,strike; picket,strike_out_of_scope
1,2020-11-23,Tacoma,WA,strike; picket,strike_out_of_scope
1,2020-11-24,Darien,CT,strike; caravan,strike_out_of_scope
1,2020-11-30,Cicero,IL,strike; picket,strike_out_of_scope
1,2020-12-01,Itasca,IL,strike; picket,strike_out_of_scope
1,2020-12-01,Albany,NY,strike; picket,strike_out_of_scope
1,2020-12-01,New Rochelle,NY,strike,strike_out_of_scope
1,2020-12-02,Chicago,IL,strike; picket,strike_out_of_scope
1,2020-12-02,New Rochelle,NY,strike,strike_out_of_scope
1,2020-12-06,Tacoma,WA,hunger strike,strike_out_of_scope
1,2020-12-14,Castro Valley,CA,strike,strike_out_of_scope
1,2020-12-16,Muscle Shoals,AL,strike; picket,strike_out_of_scope
1,2020-12-17,Castro Valley,CA,strike,strike_out_of_scope
2,1/1/2021,Montgomery,AL,strike; boycott,strike_out_of_scope
2,1/1/2021,Santa Rosa,CA,hunger strike,strike_out_of_scope
2,1/7/2021,Chicago,IL,wildcat strike,strike_out_of_scope
2,1/8/2021,Chicago,IL,wildcat strike,strike_out_of_scope
2,1/13/2021,Worcester,MA,virtual rally; tuition strike,strike_out_of_scope
2,1/15/2021,Los Angeles,CA,strike,strike_out_of_scope
2,1/15/2021,Oakland,CA,strike,strike_out_of_scope
2,1/15/2021,Sacramento,CA,strike,strike_out_of_scope
2,1/15/2021,Fort Lauderdale,FL,strike,strike_out_of_scope
2,1/15/2021,Miami,FL,strike,strike_out_of_scope
2,1/15/2021,Orlando,FL,strike,strike_out_of_scope
2,1/15/2021,Tampa,FL,strike,strike_out_of_scope
2,1/15/2021,Chicago,IL,strike,strike_out_of_scope
2,1/15/2021,Detroit,MI,strike,strike_out_of_scope
2,1/15/2021,Flint,MI,strike,strike_out_of_scope
2,1/15/2021,Saint Louis,MO,strike,strike_out_of_scope
2,1/15/2021,Durham,NC,strike,strike_out_of_scope
2,1/15/2021,Charleston,SC,strike,strike_out_of_scope
2,1/15/2021,Memphis,TN,strike,strike_out_of_scope
2,1/15/2021,Houston,TX,strike,strike_out_of_scope
2,1/15/2021,Milwaukee,WI,strike,strike_out_of_scope
2,1/17/2021,New York,NY,strike; picket; rally,strike_out_of_scope
